feature,feature_group,mean_high_error,mean_other_rows,std_mean_diff,missing_rate_high_error,missing_rate_other_rows,missing_rate_delta,n_unique_high_error,n_unique_other_rows,abs_std_mean_diff,abs_missing_rate_delta
brand_Sony,brand,0.0,0.004208754208754209,-0.06536960479315668,0.0,0.0,0.0,1,2,0.06536960479315668,0.0
model_MacBook Pro M2,other,0.0,0.004068462401795735,-0.06426640125452665,0.0,0.0,0.0,1,2,0.06426640125452665,0.0
model_Aspire,other,0.0,0.004068462401795735,-0.06426640125452564,0.0,0.0,0.0,1,2,0.06426640125452564,0.0
model_ROG Strix,other,0.0,0.003647586980920314,-0.06083884107988148,0.0,0.0,0.0,1,2,0.06083884107988148,0.0
brand_Toshiba,brand,0.0,0.003647586980920314,-0.06083884107988146,0.0,0.0,0.0,1,2,0.06083884107988146,0.0
cpu_brand_Qualcomm,brand,0.0,0.0035072951739618407,-0.05965323907044659,0.0,0.0,0.0,1,2,0.05965323907044659,0.0
model_Legion,other,0.0,0.003367003367003367,-0.05844393082051616,0.0,0.0,0.0,1,2,0.05844393082051616,0.0
brand_Gigabyte,brand,0.0,0.001964085297418631,-0.044606254722927355,0.0,0.0,0.0,1,2,0.044606254722927355,0.0
no_info_storage,storage,0.1,0.1069023569023569,-0.02234401493562906,0.0,0.0,0.0,2,2,0.02234401493562906,0.0
cpu_brand_AMD,brand,0.1,0.10648148148148148,-0.021017671651486814,0.0,0.0,0.0,2,2,0.021017671651486814,0.0
brand_Microsoft,brand,0.0375,0.03423120089786756,0.017967538598736378,0.0,0.0,0.0,2,2,0.017967538598736378,0.0
cpu_brand_Microsoft SQ,brand,0.0,0.0002805836139169473,-0.016845535758779808,0.0,0.0,0.0,1,2,0.016845535758779808,0.0
brand_Dell,brand,0.2625,0.26823793490460157,-0.012951292384672927,0.0,0.0,0.0,2,2,0.012951292384672927,0.0
no_info_cpu_brand,brand,0.0375,0.039702581369248036,-0.011282823576195174,0.0,0.0,0.0,2,2,0.011282823576195174,0.0
cpu_brand_Other,brand,0.0375,0.039702581369248036,-0.011282823576195174,0.0,0.0,0.0,2,2,0.011282823576195174,0.0
storage_hdd,storage,0.0375,0.03886083052749719,-0.007042157566572707,0.0,0.0,0.0,2,2,0.007042157566572707,0.0
brand_is_rare,brand,0.0125,0.013187429854096521,-0.006027328084976531,0.0,0.0,0.0,2,2,0.006027328084976531,0.0
